label	text_a
家居	TS9900紫丁香玲珑八角储物罐
酒饮冲调	500ML52度五粮液情酒
酒饮冲调	T245ML娃哈哈芒果汁饮品
粮油速食	散赤砂糖大
餐饮	满口香凉皮
粮油速食	永昌顺潮汕正宗手打牛筋丸180g*1袋
粮油速食	老大同崇明大米农家香米珍珠米粳米粥米崇粮1号10KG
酒饮冲调	2L康师傅冰红茶饮料
粮油速食	展艺脱皮绿豆仁400g
母婴	贝因美爱培聪金装婴儿配方奶粉900g
健康食品	脑白金10天量装胶囊0.25g*10粒+口服液250ml
休闲食品	渔米之湘小鱼仔零食小鱼干劲辣味12g*20包/盒
家居	奥思鸟泳衣3
酒饮冲调	三和四美香心菜350g
乳品	青藏祁莲牦牛纯牛奶 祁连山牦牛奶 250ml*12盒
美妆	妮维雅 男士净油精华抗痘洗面奶150g*1瓶
香烟	七匹狼硬豪情
酒饮冲调	雀巢蜜奇星儿童营养谷物早餐300g
母婴	米菲solove芯呼吸纸尿裤L90片9-14kg
清洁	SS1002丽邦生活卫生湿巾10P
酒饮冲调	上气轻精酿啤酒整箱经典比利时小麦啤酒330ml*24瓶麦香浓郁泡沫丰富
休闲食品	波力夹心海苔荞麦脆脆夹心脆1实惠分享装120克
粮油速食	鲁花低芥酸特香菜籽油4L
家居	"T名流摩登12.5""宽边鱼盘"
3C数码	AppleiPhone12A2404128GB蓝色支持5G双卡双待手机
个护	120ML丹姿水密码美容液滋润型
酒饮冲调	1.28L海天简盐酱油
家居	CEO-6885希艺欧沐浴球
家居	HL0085焕龙筛
个护	飘柔橄榄油莹润润发精华素400ml
母婴	贝亲安抚奶嘴贝亲奶嘴硅橡胶奶嘴S号0-3个月米奇-海军风
粮油速食	海工坊蟹味棒90g*1袋
清洁	老管家除霉菌清洁剂120g*2
清洁	扇牌洗衣液抑菌除螨皂液洗夜液2.5kg新老包装随机
家居	TBF0509味家竹纤维大号汤勺
休闲食品	土斯高钙特浓牛奶味牛乳饼干礼盒装独立小包装500g
鞋靴箱包	锦盛女士两用手提包
家居	ST-1205淞泰桌面扫帚
水产	30g紫菜
家居	SFRDHSCGCG30顺发热的衡三层炒锅
乳品	光明重赤豆棒冰96g*10
家电	小熊Bear煮蛋器家用蒸蛋器早餐机旋钮可定时煮蛋机单双层自动断电迷你ZDQ-B14R1
办公	晨光MF3200*12支装六角热沾顶铅笔
家居	晟旎尚品衣架宽肩无痕晾衣架加厚防滑无痕混色20只装
酒饮冲调	500ML43度茅台迎宾酒老款
清洁	维达Vinda抽纸3层120抽*10包M码纸巾天然无香
清洁	幸福阳光 抽纸棉柔系列卫生纸巾2层150抽24包家庭实惠装母婴可用餐巾纸120*200*300张
休闲食品	T32G可比克烧烤味薯片
休闲食品	120G匠造食品匠造千层巧卡面包
休闲食品	175G桃李鸡蛋饼面包
酒饮冲调	乌龙
个护	450G蒂花之秀盈蔻鱼子酱精油洗发乳净澈去
粮油速食	大龙火锅火锅涮煮调理鸡翅中奥尔良味210g火锅涮煮半成品菜烤翅烤鸡翅卤鸡翅烧烤食材
办公	小树苗6支盒装HB套装铅笔独角兽
粮油速食	安井豆沙南瓜饼360g*1袋
家居	MSP-3383创诚34CM欧式米筛盆
粮油速食	老婆饼
休闲食品	50克上好佳日本鱼果
粮油速食	白家陈记米粉袋装细米线方便冲泡米粉175g*4袋装新旧包装随机
个护	250ML参半益生菌清新漱口水阳光西柚味
礼品	2.2米金箔黑金对联60030
玩具	得力deli72枚23×49mm不干胶标签贴纸自粘性标贴纸姓名贴6枚/张7187-72
酒饮冲调	黄尾袋鼠YellowTail加本力苏维翁赤霞珠红葡萄酒750ml*6瓶整箱装澳大利亚进口
餐饮	龙大泡椒凤爪
家居	MBGRS3-B妙洁B型厚实小号垃圾袋
休闲食品	T600G亲亲宝贝礼盒
肉禽蛋	散装鸟王松花鸭皮蛋
家居	旭包鲜一次性PE抽取式保鲜袋35cm*25cm*50
休闲食品	宝奴咪酸砂彩虫橡皮糖150g*1袋
鞋靴箱包	米奇SM-10026书包
母婴	内衣连衣裤2
个护	狮王齿力佳米奇酵素儿童牙膏木糖醇可吞咽葡萄味60g
家电	九阳养生壶煎药壶迷你玻璃花茶壶煮茶器电水壶热水壶烧水壶电热水壶1.5LDGD1506BQ
3C数码	RedmiBookPro14增强版轻薄本i5-11320H锐炬Xe显卡红米小米笔记本电脑
酒饮冲调	张裕旗下巴狄士多奇DS019蛇龙珠干红葡萄酒750ml*6瓶整箱装红酒张裕葡萄酒
玩具	2918变形字母
休闲食品	爱有梅有阳高杏脯80g*1袋
家电	美的电饭煲电饭锅3L迷你电饭煲预约MB-WFS3018Q
休闲食品	好丽友 薯愿104g*3桶
个护	珀莱雅新
服饰内衣	研丽坊
礼品	广博EN-2 B6特白信封
家居	棉-彩6116
鞋靴箱包	5110步旅女式凉拖
服饰内衣	塞喜雅利中领女式棉衣
清洁	维达Vinda卷纸纸巾厨房用纸75节*8卷水滴花纹
家居	南极人注水热水袋pvc暖水袋暖肚子电热宝冲水灌水防爆加厚保暖2000ml暖手宝马卡青
酒饮冲调	朝日超爽啤酒330ml*6罐
酒饮冲调	法国巴黎水330ml
粮油速食	500G得利斯咖喱鸡馅饼
酒饮冲调	300G好人家靓汤酸菜鱼调料
粮油速食	白象方便面精炖老坛酸菜牛肉面102g*26袋整箱装
美妆	欧莱雅LOREAL金致臻颜花蜜水乳礼盒护肤套装礼物送女友送老婆精华蜜+乳液
个护	潘婷氨基酸丝质顺滑护发素750g防干枯越洗越柔顺改善毛躁润发乳精华素新旧随机发男士女士
清洁	正章无磷洗衣液2l
鞋靴箱包	638-6易途女式凉拖
粮油速食	手工巧克力
个护	滋源无患子无硅油控油清爽洗发露535ml油性适用
餐饮	煎鲅鱼2
个护	380ML蜂花发质修护焗油膏
粮油速食	猪肉料理面包
清洁	WK93110慕风学生10片湿巾
玩具	1060臂力器
清洁	宝宝金水婴幼儿洗衣皂125g
家居	3031英派小号水晶盆
家居	裕行北欧风情9寸双耳方盘
粮油速食	月盛斋黑椒肥牛200g*1盒
清洁	清风卷纸3层180米12卷卫生纸筒纸家用公用装AJ00BBL
家居	京惠思创压蒜器捣蒜器轻松手动蒜泥器夹蒜器
健康食品	北京同仁堂灵芝西洋参口服液300ml*3盒
酒饮冲调	农夫山泉东方树叶乌龙茶原味茶饮料500ml*6瓶
个护	525ML威露士袋装健康洗手液防敏感配
清洁	奥妙全自动含金纺馨香精华深层洁净洗衣液
酒饮冲调	天鹅城堡Schwanenbrau小麦啤酒混合装500ml*8听礼盒装4听白啤+4听黑啤
休闲食品	果然之家新疆无核若羌灰枣配桂圆枸杞泡水大枣干枣片红枣圈150g
家居	小林制药空气清新剂香居源液体芳香除臭剂樱花香350ml
粮油速食	福临门优级绵白糖调味糖808g西点烘焙中粮出品
水产	海苑 即食海蜇丝500g*1袋
酒饮冲调	330ML青岛奥古特啤酒
水产	珍品堂40g好发干参礼盒
家居	HC-6049优美家办公玻璃杯
休闲食品	奥利奥缤纷双果味夹心饼干蓝莓味+树莓味388g新老随机
办公	广博PP名片册WJ6410 60卡
清洁	贝克曼博士洗衣机槽清洁养护剂德国进口250ml
母婴	帮宝适一级帮敏感肌纸尿裤M46片6-11kg
酒饮冲调	1500G嗡嗡乐洋槐蜂蜜礼盒
家居	栖熙优品M026优品面巾
休闲食品	大小姐精品桂圆礼盒508g
肉禽蛋	闽生源 草灰咸蛋4枚装280g*1盒
办公	得力打孔器NO-0101
餐饮	雨润小红肠85g
家居	G-5089禧天龙三层整理柜
酒饮冲调	500ML锐澳8度白桃味鸡尾酒
鞋靴箱包	GR026W国人健步男女式健步鞋
服饰内衣	九帝虎09休闲棉服
家居	活络扳手6
美妆	SK-II小灯泡50ml护肤套装化妆品礼盒SK2精华液爽肤水
酒饮冲调	香飘飘Meco蜜谷果汁茶桃桃红柚口味400ml*8杯
办公	晨光中性芯考试万岁AGR640C3黑
家居	康宁Reverse晶彩透明1L方锅耐高温
粮油速食	整箱金锣泡面伴侣原味火腿肠45g*50支新老包装更换
家居	聚丁福女士手套708
粮油速食	五得利六星超精小麦粉5kg*1包
酒饮冲调	600G鹃城牌红油郫县豆瓣酱
办公	广博时尚剪刀JD8202
服饰内衣	斑斓色半裙96106
休闲食品	T138G金晔原味山楂条
酒饮冲调	元气森林燃茶无糖金桂乌龙茶500ml*3瓶
粮油速食	方家铺子红豆红小豆无添加1kg
粮油速食	想念特色葱油拌面2人份276g*1盒
酒饮冲调	保拉纳/柏龙PAULANER啤酒混合装500ml*10瓶黄白组合装德国进口
粮油速食	古松干货黑木耳250g无根东北秋木耳火锅凉拌食材
鞋靴箱包	尼登香1802抗菌棉麻鞋垫
母婴	尤妮佳裤型XL男76片加大号婴儿尿不湿12-22kg
家居	公牛防频闪LED灯
休闲食品	姚太太扁桃仁98g
家居	尼克犀牛7双装女丝袜8486
粮油速食	澳纽宝新西兰精制羔羊肉卷/肉片500g/袋火锅食材羊肉国内生产
粮油速食	红小厨水晶白虾饺广式早茶点心水饺速冻大虾仁200g/袋8只25g/只
休闲食品	哎呦咪加州西梅70g
服饰内衣	东方喜吉鸟茄克1215
餐饮	麦德滋卤脊骨
休闲食品	明治Meiji雪吻巧克力可可味 33g
粮油速食	BERETTA 意式烟熏风干火腿切片 70g*1袋
乳品	蒙牛利乐枕高钙奶240ml
家居	好媳妇炫洁旋风拖3575
个护	花王乐而雅零触感特薄加速度瞬吸夜用卫生巾30cm12片
玩具	8188粤星动漫数字合体变形套装D
清洁	斧头牌AXE衣物柔顺剂鲜花馨香3L衣物柔软
个护	怡雪深洁特护牙刷
礼品	圣诞树叶毛条8050
个护	LG竹盐韩国进口喜马拉雅粉盐派缤按压式牙膏285g*2
家居	TX-L20311L011拓朴大卫旋转拖把
肉禽蛋	带皮小蹄子Z
休闲食品	360G蜡笔小新优酪果冻酸奶味
家居	全福元大号超市购物袋
服饰内衣	正超女装
休闲食品	啃馋你鸭掌46g
酒饮冲调	2L醒目碳酸饮料
休闲食品	十月初五奶油鸡蛋卷150g
粮油速食	太太乐鸡精三鲜调味料加倍提鲜500g雀巢出品
宠物	红狗猫咪化毛膏120g营养膏宠物狗狗猫咪营养膏1支
办公	妙趣乐816软头正姿水彩笔12色
休闲食品	姚太太桂味杨梅180g
母婴	小白熊电动吸奶器锂电池可充电
清洁	DT18098心相印三层压花纸面巾
家居	304#创诚26CM韩式圆盘
酒饮冲调	700G完达山高钙富硒多维中老年奶粉
家居	CEO-634精品生活沐浴球
个护	劲浪男士去烟渍牙刷
乳品	光明畅优原味优酷乳100g*16低温酸奶酸牛奶风味发酵乳生鲜
酒饮冲调	475ML53度汾酒冬酿甜酒
清洁	威露士健康抑菌洗手液青柠盈润+525ml补充装525ml
粮油速食	广州酒家自热米饭盒饭嗨火锅户外速食台式卤肉饭325g
母婴	美素佳儿皇家儿童配方奶粉4段800克*3礼盒装荷兰进口
休闲食品	67864912.8G*5奥利奥提拉米苏味随心装
礼品	百通台式中性笔BT-318
个护	530ML飘柔海滩曼舞香氛洗发露滋养去屑
家居	KC33DU10苏泊尔耐热玻璃杯
清洁	泉林本色卷纸3层280节*32卷
个护	125G风采8019小苏打牙膏皓齿臻白樱花薄荷
家居	HelloKitty密封袋加厚保鲜袋双锁边共56只
个护	资生堂水之密语倍润型洗发露套装洗发水600ml*2男女通用
酒饮冲调	750ML*2威龙解有机酒田有机干红葡萄酒
粮油速食	鲁花 压榨一级花生油500ml*1瓶
家电	JK33-J6九阳电饼铛
清洁	雕牌全效加浓丝瓜精1500g
家居	味老大WZY-4135红筷
粮油速食	蜀道难 超级霸王烤土豆306g*1盒
个护	720G清扬男士平衡控油沐浴露净澈控油
清洁	洁柔抽纸黑Face可湿水3层120抽面巾纸*24包无香
酒饮冲调	五粮液52度第八代经典191500ml*6瓶整箱装
休闲食品	好想你坚果蜜饯红枣核桃大礼包礼盒量贩装2072g
母婴	飞鹤臻稚有机幼儿配方奶粉3段1-3岁适用700克
粮油速食	禾煜单片黑木耳150g肉厚无根凉拌煲汤配料山珍南北干货
家居	劣狐狐雪花酥包装袋自粘自封袋子奶枣牛轧糖机封饼干糖果烘焙袋
个护	270ML潘婷强韧防掉发密集修护发膜
家居	斯服玛内衣7008
肉禽蛋	圣农 琵琶腿 500g*1袋
鲜花绿植	睡莲紫色 5枝*1份
个护	中华优加健齿白尚品白茶牙膏200g*4套装
办公	得力修正带5mm*30m-混色
休闲食品	75G甘源综合果仁B套装
家居	百草园纸杯一次性杯子245ml加厚100只装竹浆本色无印9盎司咖啡办公室水杯
办公	爱好2929黑白墨囊钢笔组合
个护	260ML御信堂去死皮焕肤搓泥浴露
美妆	茵芙莎IPSA丝柔化妆棉120片*2
美妆	欧莱雅三合一卸妆洁颜水400ml
水果	爆汁黄金葡萄柚中果2粒700g起
粮油速食	莫小仙 台式卤肉煲仔饭275g*1盒
母婴	小皮LittleFreddie胡萝卜菠菜细软面条礼盒宝宝碎碎面条意大利原装进口婴儿粒粒面宝宝辅食
粮油速食	阿宽 红油干拌方便面皮酸辣味105g*1桶
粮油速食	柴火大院柴火长粒香米东北大米当季新米10kg
乳品	蒙牛香草奶特
酒饮冲调	比利时进口圣伯纳St.Bernardus啤酒 圣伯纳6号8号12号啤酒 修道院风格三款各2瓶 330mL*6瓶
粮油速食	健康轻食禧美熟冻加拿大北极甜虾500g/袋65-85只MSC认证鲜甜腹籽生鲜海鲜水产
家居	健将盒裤80J22
粮油速食	海底捞火锅宽面180g*1袋
母婴	亨氏1段优加宝宝面条西兰花香菇宝宝营养面条336g无盐
办公	广博FX-63 超透明封箱胶带
美妆	隆力奇三效防护蛇油膏80g
酒饮冲调	喜力星银啤酒500ml*18听整箱装
粮油速食	海底捞上汤三鲜火锅底料200g
个护	施华蔻多效修护洗护套装洗发水600ml+润发乳600ml
家居	雪绒飞羽绒服2618
餐饮	清香园糖三饺
家居	杜森纳防晒帽子女夏护颈太阳帽户外运动骑行防紫外线遮阳帽透气口罩遮面遮阳帽浅蓝色
家居	佳佰浴室厨房卫生间置物储物杂物架角落架落地架四层置物架
酒饮冲调	500ML53度杏花村汾酒出口汾盒装
健康	魔力按摩棒LY-626B
个护	50ML欧莱雅男士劲能醒肤露8重功效
玩具	333-16僵尸
清洁	1KG奥妙深层洁净洗衣粉
美妆	MILENSEA米蓝希以色列进口死海黑泥面膜65g
粮油速食	五芳斋真空栗子鲜肉粽140g*2
酒饮冲调	T60G乐惠有机紫菜
健康	狂神KS-0789脚双靶
家居	金号GA1621毛巾
服饰内衣	圣卡仑8808男士夹克
汽车用品	悦驰7449迷彩护踝
休闲食品	新边界年货奶油巴旦木300g手剥纸皮巴旦木奶油味大扁桃仁罐装新疆特产坚果
清洁	好爸爸天然薰香洗衣液1kg/瓶+500g/袋
肉禽蛋	胜龙冷鲜牛匙柄120g*1盒
母婴	700G伊利QQ星儿童有机配方奶粉
母婴	Y1038爱得利带柄自动PPSU奶瓶
清洁	100G超威西兰香樽淡雅茉莉
蔬菜	辣妹子辣椒300g
母婴	贝亲婴儿润肤露婴儿润肤乳婴儿身体乳滋润型100mlIA101
休闲食品	徐福记沙琪玛鸡蛋526g
母婴	美赞臣安儿宝A+盒装1200g
服饰内衣	康司曼女装01580
母婴	大王GOON维E纸尿裤S92片4-8kg产品升级
家居	钱皇桑蚕丝被子母被芯桑蚕长丝填充四季被步步生莲提花面料被重约4+6斤220*240cm
粮油速食	T440G思念腊汁肉饼
玩具	BY-6052孩趣城市交通A
个护	1KG有情清爽控油洗发露
休闲食品	Aji尼西亚惊奇脆脆饼干泡菜味200g
健康食品	修正锌硒宝咀嚼片儿童成人补锌片补硒片1g*60片
家居	天美家德7.5寸蓝色带雅文碗
家电	S1010飞利浦剃须刀
个护	750ML阿道夫茶麸祛屑止痒热护理洗发水
个护	玉兰油滋润霜50g
清洁	320G好迪空气清新剂柠檬
粮油速食	燕之坊禅食熟酸枣仁
办公	掌握3903-24水彩笔
母婴	贝亲婴儿爽身粉玉米爽身粉爽身粉饼30gHA16
健康食品	庄民 山楂干 片片中心圈 精选山楂片 无籽穿心山楂 120g 茶叶
粮油速食	天莱香牛国产新疆有机原切大黄瓜条300g谷饲365天排酸48h+清真OFDC有机认证生鲜牛肉
酒饮冲调	哈达Hata混合口味波子弹珠汽水200ml*6瓶
酒饮冲调	苏州桥蜜桃米酒375ml*1瓶
个护	今晨牙刷5110
乳品	爱谊Ivy泰国酸奶饮品原味180ml*24盒
休闲食品	192G康师傅妙芙奶油
家居	144-2希尔小熊儿童勺
粮油速食	伊都乌冬面200g*1袋无酱料包
粮油速食	草原红太阳火锅蘸料原味120g*1袋新老包装发货
酒饮冲调	坛坛香脆鲜剁青椒210g
服饰内衣	汤尼杰郎棉衣1313
香烟	555硬金
家居	路路佳棉拖9103B
玩具	得力deli易撕透明办公文具胶带学生小型修正胶带8mm*40y36.6m/卷12卷/筒
家居	SY622顺艺香樟木衣架
清洁	雷达佳儿护电蚊香液6瓶装180晚+无线双加热器无香型
鞋靴箱包	奥天腰包
酒饮冲调	美汁源果粒奶优营养原味450ml
家居	BF1278味家竹纤维尖匙
酒饮冲调	天强听装大麦茶180G
家居	艾美特电热油汀HU1102
粮油速食	好侍House咖喱百梦多咖喱原味200g日式块状咖喱
清洁	惠造特大垃圾袋50只大号加厚80*100cm卷装黑色
家居	T0763齐峰口杯
酒饮冲调	福佳小麦白啤酒330ml*24瓶
服饰内衣	百天奴茄克184
酒饮冲调	500ML39度齐民思民祥品鉴酒
清洁	加品惠垃圾桶带盖双桶塑料脚踏分类垃圾桶厨房客厅卫生桶
休闲食品	黄飞红麻辣花生410g*2袋坚果炒货囤货小吃酒鬼花生米
个护	100G朗力福男士深层洁面乳
肉禽蛋	膳臣青脚草鸡切块500g*1盒
休闲食品	林冠香菇200g
个护	倍齿健3011牙刷
休闲食品	27G箭牌绿箭无糖薄荷糖浓情草莓薄荷味
服饰内衣	兰花仙子针织棉女家居服7700
办公	小精灵B563文具盒
水果	精品青蛇果.
鞋靴箱包	歌天丽女手包7199
家居	佳佰厨房置物架304不锈钢沥水架碗碟架伸缩水槽架洗菜篮碗碟收纳架34/46*25*11CM
家居	采菲泳衣
办公	广博9517-10-10支中性笔
家居	凯悦花篮式小太阳电暖器HF1040
酒饮冲调	加多宝凉茶植物饮料250ml*30盒整箱装
家居	弓箭 G3177乐宜厨玻璃保鲜盒长方形189CL
粮油速食	小卓火锅川粉240g*1袋
清洁	舒肤佳泡沫抗菌洗手液樱花香型225ml
美妆	澳容EAORON补水保湿提亮肤色水光针精华面膜1片
鞋靴箱包	GF606仟凤祥男鞋
粮油速食	巴旦木仁
办公	亚太方格稿纸
玩具	7078A电子琴
休闲食品	1403G三只松鼠2021坚果大礼包/国蓝款
酒饮冲调	豆本豆原味豆奶植物蛋白营养饮品早餐奶250ml*15盒
家居	百利嘉133时尚压圈纸篓混色
肉禽蛋	带肉羊脊骨
清洁	500G蓝月亮玉玲兰绿色柔顺剂立袋装
休闲食品	刺猬阿甘 鱿鱼酥原味160g*1袋
健康食品	汤臣倍健蜂胶软胶囊巴西绿蜂胶60粒
休闲食品	T100G青食黑芝麻钙奶饼干
办公	C金领1606胶带.
酒饮冲调	500ML康师傅水蜜桃汁饮料
粮油速食	阿三生煎小锅荠菜生煎516g/袋12只上海名点速食早餐速冻半成品酥皮生煎包囤货好物
家居	天美家德4.6寸迎春福欧碗
母婴	英氏Engnice儿童零食 营养肉松 无添加食用盐与白砂糖无调料营养猪肉酥
粮油速食	华牧鲜澳洲和牛M8-M9级西冷牛排360g2份谷饲500天原切雪花牛肉进口生鲜
健康食品	脑白金礼盒250ML*2
家居	WH-3620开普特花嘴套装
母婴	好奇金装拉拉裤XL96片12-17kg
酒饮冲调	泸州老窖52度特曲白酒500ml*2瓶
家居	4.8L创宇加厚苹果水壶
个护	100g妮维雅丝柔美白洁面乳
家居	韩艺绝美佳音-5.5鼎泰碗
休闲食品	买一送一上海鹏程开窗大礼盒640g
